OBJECTID,state,managing_agency,rights_type,state_enabling_act,,county,trust_name,activity,activity_info,township,range,section,aliquot,acres,gis_acres
198802,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: PASCUA YAQUI TRIBE LAND OFFICE,15S,9E,16,ALL,640.000000000000000,642.129
198804,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: PASCUA YAQUI TRIBE LAND OFFICE,14S,9E,36,ALL,640.000000000000000,640.828
198816,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM COMMON SCHLS,Unleased Parcels,layer_index: AZ-Surface Activities activity: Unleased Parcels lease_status: N lessee: ,13S,5W,36,ALL,640.000000000000000,640.88
198857,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: PASCUA YAQUI TRIBE LAND OFFICE,14S,10E,32,LOTS 1 THRU 8 N2 N2S2,723.970000000000027,723.861
198905,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,20S,7E,32,LOT 1,36.100000000000001,35.798
198906,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,20S,7E,16,LOTS 1 THRU 5 NE SENW NESW NWSE E2SE,527.409999999999968,527.909
198934,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Joseph Auza and Tammy Auza,12S,6E,16,ALL,640.000000000000000,639.911
198935,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Vernon E. Kile,11S,7E,36,ALL,640.000000000000000,638.727
198937,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Vernon E. Kile,11S,7E,32,ALL,640.000000000000000,640.202
198942,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: PATRICK WHILLOCK,16S,9E,2,LOTS 1 THRU 4 S2 LY N OF HWY 86,402.399999999999977,410.463
199044,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: John F. King & Son Inc,17S,8E,16,ALL,640.000000000000000,648.883
199069,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,22S,7E,2,ALL,640.000000000000000,639.118
199163,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: PATRICK WHILLOCK,15S,9E,29,ALL,640.000000000000000,641.644
199166,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: PATRICK WHILLOCK,15S,9E,21,ALL,640.000000000000000,641.531
199167,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: PASCUA YAQUI TRIBE LAND OFFICE,15S,9E,4,NE E2NW SWNW,280.000000000000000,280.951
199168,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: PATRICK WHILLOCK,15S,9E,28,ALL,640.000000000000000,639.784
199174,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: PATRICK AND MARIA WHILLOCK ET AL,13S,9E,31,LOTS 1 TO 4 E2W2 E2,622.799999999999955,621.899
199188,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Joseph Auza and Tammy Auza,11S,6E,30,LOTS 1 THRU 4 E2W2 E2,625.399999999999977,625.375
199190,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Joseph Auza and Tammy Auza,11S,6E,18,LOTS 1 THRU 4,145.039999999999992,144.975
199192,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Joseph Auza and Tammy Auza,11S,6E,19,LOTS 1 THRU 4 E2W2 E2,625.480000000000018,625.127
199201,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: PATRICK WHILLOCK,16S,9E,6,LOTS 1 THRU 18 S2NE SE,936.210000000000036,925.704
199202,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: PATRICK WHILLOCK,16S,9E,3,LOTS 1 THRU 4 S2,517.279999999999973,515.325
199203,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: PATRICK WHILLOCK,16S,9E,4,LOTS 1 THRU 4 S2N2 S2,559.279999999999973,550.527
199204,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Pima County,16S,9E,12,ALL,640.000000000000000,647.607
199400,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: RHONDA ROBLES,14S,10E,9,ALL,640.000000000000000,641.668
199624,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,19S,7E,34,LOTS 1 THRU 4 E2E2,315.670000000000016,316.832
199707,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,21S,7E,8,LOTS 1 4 5 8,142.530000000000001,143.913
199708,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,21S,7E,29,LOTS 1 2,71.219999999999999,71.3
199709,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,22S,7E,3,W2 W2E2 NENE,520.000000000000000,519.205
199720,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Joseph Auza and Tammy Auza,11S,6E,31,LOTS 1 THRU 4 E2W2 E2,625.200000000000045,625.277
199733,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: PATRICK WHILLOCK,16S,9E,5,LOTS 1 THRU 4 S2N2 S2,606.080000000000041,581.702
199740,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: PATRICK WHILLOCK,15S,9E,31,LOTS 1 THRU 12 NE E2NW N2SE,752.120000000000005,752.576
200117,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: John F. King & Son Inc,17S,8E,30,LOTS 3 4 E2SW SE,315.000000000000000,312.772
200118,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: John F. King & Son Inc,17S,8E,31,LOTS 1 2 E2NW NE,314.839999999999975,324.569
200168,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: John F. King & Son Inc,18S,8E,19,LOTS 1 2 3 6  S2NE NW  E2SW SE,629.399999999999977,631.269
200223,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,21S,7E,5,LOT 7,11.350000000000000,11.225
200224,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,21S,7E,17,LOTS 1 4 5 8 W2NE,173.610000000000014,173.545
200225,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,21S,7E,28,LOTS 1 2 3 7 8 NE E2NW NWNW NESE,499.439999999999998,498.256
200226,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,21S,7E,20,LOTS 1 5 6 9 SWNE,183.439999999999998,183.854
200227,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,22S,7E,15,LOT 1 E2 NW E2SW NWSW,632.639999999999986,633.613
200232,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: William R. Humphreys,19S,7E,23,L 1 2 3 SENE,144.270000000000010,144.691
200369,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,"ST CHRTBL, PENAL & REFORM INST",Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,21S,7E,5,LOT 1 SENE E2SE,155.520000000000010,155.413
200398,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,UNIVERSITY,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: John F. King & Son Inc,17S,8E,21,ALL,640.000000000000000,670.072
200445,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,UNIVERSITY,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,21S,7E,4,LOTS 1 THRU 4 S2N2 S2,621.879999999999995,621.459
200529,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,COUNTY BOND,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,20S,7E,3,LOTS 1 THRU 5 SENE NESE,247.110000000000014,243.071
200556,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,COUNTY BOND,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,20S,7E,17,LOTS 1 2 EX M&B IN SW OF LOT 2,16.670000000000002,17.263
200557,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,COUNTY BOND,Commercial Lease,layer_index: AZ-Surface Activities activity: Commercial Lease lease_status: Y lessee: Pima County,20S,7E,17,M&B IN SW OF LOT 2,1.000000000000000,0.51
200566,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,COUNTY BOND,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,21S,7E,27,NW S2,480.000000000000000,477.814
200614,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,COUNTY BOND,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,20S,7E,9,LOTS 1 2 3 SESE,102.560000000000002,102.649
200615,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,COUNTY BOND,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,20S,7E,10,LOTS 2 3 NESW S2S2,267.670000000000016,267.434
200641,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,COUNTY BOND,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,21S,7E,34,ALL,640.000000000000000,628.139
200643,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,COUNTY BOND,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,21S,7E,35,W2SW,80.000000000000000,81.892
200644,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,COUNTY BOND,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,21S,7E,35,E2 E2NW,400.000000000000000,401.111
201182,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pinal,PERM COMMON SCHLS,Unleased Parcels,layer_index: AZ-Surface Activities activity: Unleased Parcels lease_status: N lessee: ,8S,2E,32,ALL,640.000000000000000,640.103
201184,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pinal,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Joseph Auza and Tammy Auza,8S,6E,32,ALL,640.000000000000000,650.914
201185,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pinal,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Joseph Auza and Tammy Auza,8S,6E,16,ALL,640.000000000000000,647.126
201264,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pinal,PERM COMMON SCHLS,Unleased Parcels,layer_index: AZ-Surface Activities activity: Unleased Parcels lease_status: N lessee: ,7S,4E,36,LOTS 12 13 23 24 LY SELY OF DOR 93-93998,165.150000000000006,84.183
201289,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pinal,PERM COMMON SCHLS,Unleased Parcels,layer_index: AZ-Surface Activities activity: Unleased Parcels lease_status: N lessee: ,8S,3E,16,ALL,640.000000000000000,640.29
201508,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pinal,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Joseph Auza and Tammy Auza,9S,6E,7,ALL,640.000000000000000,640.413
201998,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pinal,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Joseph Auza and Tammy Auza,8S,6E,4,S2N2 S2 PT LOTS 1 THRU 4,633.470000000000027,644.636
201999,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pinal,PERM CMN SCHLS (INDMTY SELEC),Agriculture,layer_index: AZ-Surface Activities activity: Agriculture lease_status: Y lessee: Auza & Son Farms II Partnership,8S,6E,9,N2,320.000000000000000,322.451
202004,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pinal,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Joseph Auza and Tammy Auza,9S,6E,19,ALL,640.000000000000000,640.432
202435,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pinal,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Joseph Auza and Tammy Auza,9S,6E,18,ALL,640.000000000000000,640.369
202449,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pinal,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Joseph Auza and Tammy Auza,10S,6E,18,LOTS 1 THRU 4 E2W2 E2,636.440000000000055,636.473
202451,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pinal,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Joseph Auza and Tammy Auza,10S,6E,19,LOTS 1 THRU 4 E2W2 E2,637.279999999999973,637.555
203036,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pinal,SCHOOL OF MINES,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Joseph Auza and Tammy Auza,8S,6E,28,ALL,640.000000000000000,644.406
203037,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pinal,SCHOOL OF MINES,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Joseph Auza and Tammy Auza,8S,6E,31,LOTS 1 THRU 4 E2 E2W2,632.720000000000027,639.271
203038,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pinal,SCHOOL OF MINES,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Joseph Auza and Tammy Auza,8S,6E,29,ALL,640.000000000000000,645.085
203039,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pinal,SCHOOL OF MINES,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Joseph Auza and Tammy Auza,8S,6E,20,ALL,640.000000000000000,644.581
203044,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pinal,SCHOOL OF MINES,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Joseph Auza and Tammy Auza,8S,6E,21,W2,320.000000000000000,322.518
203045,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pinal,SCHOOL OF MINES,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Joseph Auza and Tammy Auza,8S,6E,19,LOTS1 THRU 4 E2W2 E2,630.159999999999968,638.041
203046,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pinal,SCHOOL OF MINES,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Joseph Auza and Tammy Auza,8S,6E,30,LOTS 1 THRU 4 E2W2 E2,631.620000000000005,635.889
204132,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Yavapai,PERM COMMON SCHLS,Unleased Parcels,layer_index: AZ-Surface Activities activity: Unleased Parcels lease_status: N lessee: ,14N,2W,36,LOT 4 LY NELY OF MILITARY RESERVATION EX 1.00 AC LY IN N2NE OF LOT 4,20.420000000000002,20.271
204279,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Yavapai,PERM COMMON SCHLS,Unleased Parcels,layer_index: AZ-Surface Activities activity: Unleased Parcels lease_status: N lessee: ,14N,2W,36,E2 EX MILITARY RESERVATION LY IN W2SWNWNWSWSE,336.370000000000005,335.45
196876,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Mohave,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Anita M. Waite,18N,13W,16,ALL,640.000000000000000,641.238
197520,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Mohave,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: James H. Short ET UX,18N,13W,10,ALL,640.000000000000000,639.762
196489,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Mohave,MINERS HSPTL-DISABLED MINERS,Unleased Parcels,layer_index: AZ-Surface Activities activity: Unleased Parcels lease_status: N lessee: ,17N,21W,27,LOT 8,39.289999999999999,39.294
196492,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Mohave,PENITENTIARY LAND FUND,Unleased Parcels,layer_index: AZ-Surface Activities activity: Unleased Parcels lease_status: N lessee: ,17N,21W,21,LOTS 8 AND 11,71.290000000000006,71.356
196496,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Mohave,PENITENTIARY LAND FUND,Unleased Parcels,layer_index: AZ-Surface Activities activity: Unleased Parcels lease_status: N lessee: ,16N,21W,3,LOT 5,40.250000000000000,40.275
196554,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Mohave,PERM COMMON SCHLS,Unleased Parcels,layer_index: AZ-Surface Activities activity: Unleased Parcels lease_status: N lessee: ,17N,21W,16,E2,320.000000000000000,321.44
196904,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Mohave,PERM COMMON SCHLS,Unleased Parcels,layer_index: AZ-Surface Activities activity: Unleased Parcels lease_status: N lessee: ,18N,21W,32,ALL,640.000000000000000,640.731
197674,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Mohave,COUNTY BOND,Unleased Parcels,layer_index: AZ-Surface Activities activity: Unleased Parcels lease_status: N lessee: ,17N,21W,34,SE,160.000000000000000,160.257
190640,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,31N,4W,2,LOTS 1 THRU 4 S2N2 S2,640.000000000000000,628.669
190676,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,32N,5W,16,ALL,640.000000000000000,638.502
190678,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Cataract Natural Reserve Land,30N,2W,32,ALL,640.000000000000000,641.979
190835,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,32N,5W,36,ALL,640.000000000000000,639.626
190897,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Cataract Natural Reserve Land,30N,2W,16,ALL,640.000000000000000,641.573
190982,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,31N,3W,16,ALL,640.000000000000000,647.189
191363,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Unleased Parcels,layer_index: AZ-Surface Activities activity: Unleased Parcels lease_status: N lessee: ,30N,2W,29,CATARACT CANYON LY NW NENENENWSW,68.099999999999994,57.53
191364,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,30N,2W,29,N2NW N2S2NW LY WLY OF CATARACT CANYON,74.819999999999993,80.244
191366,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Cataract Natural Reserve Land,30N,2W,29,19.47 ACRES IN E2,19.469999999999999,15.369
191369,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,32N,5W,22,N2N2,160.000000000000000,159.559
191370,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,30N,2W,17,SWSW S W OF CANYON,15.000000000000000,14.978
191371,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,30N,2W,20,W2W2 E2SW,240.000000000000000,240.723
191372,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Unleased Parcels,layer_index: AZ-Surface Activities activity: Unleased Parcels lease_status: N lessee: ,30N,2W,29,CATRACT CANYON LY IN W2SW,23.670000000000002,25.575
191373,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,30N,2W,8,NWNW,40.000000000000000,40.177
191374,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,30N,2W,5,LOT 4 SWNW W2SW,158.460000000000008,160.327
