OBJECTID,state,managing_agency,state_enabling_act,rights_type,county,township,range,section,aliquot,trust_name,activity,activity_info_2,net_acres,lease_status,LESSEE,gis_acres
110615,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,88,19,W2SE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",40.000000000000000,AC,"THE TRIPLE T, INC.",79.903
110619,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,92,29,SW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,159.848
110729,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,88,16,SW4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.364
110733,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,88,16,SE4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.571
110739,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,92,22,SE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,160.504
110742,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,92,23,W2SW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: INLAND OIL & GAS CORPORATION,40.000000000000000,PR,INLAND OIL & GAS CORPORATION,80.163
110822,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,91,16,MISSOURI RIVER IN SE4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: Multiple Lessees,1.620000000000000,AC,Multiple Lessees,1.622
110823,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,91,20,MISSOURI RIVER IN NW4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: Multiple Lessees,6.230000000000000,AC,Multiple Lessees,6.232
110824,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,150,91,25,MISSOURI RIVER IN NE4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: NORTHERN OIL AND GAS INC,110.180000000000007,PR,NORTHERN OIL AND GAS INC,110.194
110964,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,88,21,NW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",8.000000000000000,AC,"THE TRIPLE T, INC.",159.334
110968,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,88,21,NE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",158.968
110971,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,150,92,33,MISSOURI RIVER IN SW4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: OASIS PETROLEUM NORTH AMERICA LLC,136.789999999999992,PR,OASIS PETROLEUM NORTH AMERICA LLC,136.806
111020,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MERCER,146,87,6,MISSOURI RIVER IN NE4,SOVEREIGNÊLANDS,,,114.120000000000005,,N/A,114.127
111217,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,150,91,26,MISSOURI RIVER IN NE4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: NORTHERN OIL AND GAS INC,124.959999999999994,PR,NORTHERN OIL AND GAS INC,124.974
111218,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,91,15,MISSOURI RIVER IN SW4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: Multiple Lessees,11.680000000000000,AC,Multiple Lessees,11.685
111219,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,91,22,MISSOURI RIVER IN NE4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: NORRA RESOURCES LLC,46.259999999999998,AC,NORRA RESOURCES LLC,46.264
111220,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,150,91,25,MISSOURI RIVER IN NW4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: NORTHERN OIL AND GAS INC,151.449999999999989,PR,NORTHERN OIL AND GAS INC,151.463
111221,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,150,91,30,MISSOURI RIVER IN NE4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: NORTHERN OIL AND GAS INC,37.850000000000001,PR,NORTHERN OIL AND GAS INC,37.858
111222,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,91,20,MISSOURI RIVER IN SE4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: ALAMEDA ENERGY INC,149.240000000000009,AC,ALAMEDA ENERGY INC,149.255
111265,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,88,22,NE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",160.176
111277,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MERCER,147,89,6,MISSOURI RIVER IN NE4,SOVEREIGNÊLANDS,,,17.030000000000001,,N/A,17.035
111382,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,92,26,NE4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,158.984
111400,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,88,21,SW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: ADVANTA RESOURCES LLC,8.000000000000000,AC,ADVANTA RESOURCES LLC,159.725
111401,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,92,28,N2SW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,40.000000000000000,PR,Multiple Lessees,78.416
111404,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,88,21,SE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.359
111408,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,92,28,"W2SE4, SE4SE4",BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,60.000000000000000,PR,Multiple Lessees,118.822
111411,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,88,22,SE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.761
111513,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,91,21,MISSOURI RIVER IN SE4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: Multiple Lessees,101.829999999999998,AC,Multiple Lessees,101.84
111514,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,91,23,MISSOURI RIVER IN SE4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: Multiple Lessees,91.170000000000002,AC,Multiple Lessees,91.178
111515,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,91,24,MISSOURI RIVER IN SW4,SOVEREIGNÊLANDS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: DAVID L HERBALY AS TRUSTEE OF THE DAVID HERBALY REVOCABLE TRUST DATED MAY 24, 2004",77.239999999999995,AC,"DAVID L HERBALY AS TRUSTEE OF THE DAVID HERBALY REVOCABLE TRUST DATED MAY 24, 2004",77.244
111516,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,91,24,MISSOURI RIVER IN SE4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: Multiple Lessees,5.390000000000000,AC,Multiple Lessees,5.386
111624,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,150,91,31,MISSOURI RIVER IN NW4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: OASIS PETROLEUM NORTH AMERICA LLC,11.859999999999999,PR,OASIS PETROLEUM NORTH AMERICA LLC,11.864
111625,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,150,92,36,MISSOURI RIVER IN SE4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: BANDED ROCK LLC,0.69,PR,BANDED ROCK LLC,0.687
111626,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,150,91,29,MISSOURI RIVER IN SW4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: OASIS PETROLEUM NORTH AMERICA LLC,27.340000000000000,PR,OASIS PETROLEUM NORTH AMERICA LLC,27.344
111627,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,150,91,31,MISSOURI RIVER IN NE4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: OASIS PETROLEUM NORTH AMERICA LLC,66.140000000000001,PR,OASIS PETROLEUM NORTH AMERICA LLC,66.143
111628,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,150,91,29,MISSOURI RIVER IN NE4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: OASIS PETROLEUM NORTH AMERICA LLC,4.810000000000000,PR,OASIS PETROLEUM NORTH AMERICA LLC,4.813
111629,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,150,91,31,MISSOURI RIVER IN SE4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: OASIS PETROLEUM NORTH AMERICA LLC,7.520000000000000,PR,OASIS PETROLEUM NORTH AMERICA LLC,7.523
111658,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MERCER,147,88,34,MISSOURI RIVER IN SW4,SOVEREIGNÊLANDS,,,85.310000000000002,,N/A,85.31
111909,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,90,18,E2NW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: OASIS PETROLEUM NORTH AMERICA LLC,40.000000000000000,PR,OASIS PETROLEUM NORTH AMERICA LLC,77.481
111910,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,91,20,MISSOURI RIVER IN SW4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: ALAMEDA ENERGY INC,88.390000000000001,AC,ALAMEDA ENERGY INC,88.399
111911,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,91,21,MISSOURI RIVER IN SW4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: Multiple Lessees,114.519999999999996,AC,Multiple Lessees,114.528
111912,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,91,22,MISSOURI RIVER IN SW4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: NORRA RESOURCES LLC,144.879999999999995,AC,NORRA RESOURCES LLC,144.895
111913,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,150,91,27,MISSOURI RIVER IN NW4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: ADVANTA RESOURCES LLC,15.820000000000000,PR,ADVANTA RESOURCES LLC,15.823
111914,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MERCER,147,88,35,MISSOURI RIVER IN SE4,SOVEREIGNÊLANDS,,,159.870000000000005,,N/A,159.873
111915,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MERCER,147,89,23,MISSOURI RIVER IN SE4,SOVEREIGNÊLANDS,,,155.289999999999992,,N/A,155.3
111916,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,93,6,MISSOURI RIVER IN NE4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: MARATHON OIL COMPANY,156.659999999999997,PR,MARATHON OIL COMPANY,156.683
111917,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MERCER,147,87,31,MISSOURI RIVER IN SW4,SOVEREIGNÊLANDS,,,155.699999999999989,,N/A,155.707
111918,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,150,90,31,MISSOURI RIVER IN SW4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: BAKKEN ASSUMPTIONS LLC,4.030000000000000,PR,BAKKEN ASSUMPTIONS LLC,4.031
111919,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,150,91,31,MISSOURI RIVER IN SW4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: OASIS PETROLEUM NORTH AMERICA LLC,78.599999999999994,PR,OASIS PETROLEUM NORTH AMERICA LLC,78.603
111920,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,152,93,31,MISSOURI RIVER IN SW4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: BANDED ROCK LLC,4.850000000000000,PR,BANDED ROCK LLC,4.852
111922,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MERCER,147,87,32,MISSOURI RIVER IN SW4,SOVEREIGNÊLANDS,,,145.979999999999990,,N/A,145.981
111923,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,150,92,32,MISSOURI RIVER IN SW4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: OASIS PETROLEUM NORTH AMERICA LLC,21.699999999999999,PR,OASIS PETROLEUM NORTH AMERICA LLC,21.707
111926,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,90,18,NE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: LIME ROCK RESOURCES III-A LP,80.000000000000000,PR,LIME ROCK RESOURCES III-A LP,157.57
111945,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,150,92,34,MISSOURI RIVER IN SW4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,42.100000000000001,PR,Multiple Lessees,42.107
111946,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MERCER,147,88,35,MISSOURI RIVER IN SW4,SOVEREIGNÊLANDS,,,160.330000000000013,,N/A,160.33
112032,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,90,16,NW4,NDÊSTATEÊUNIVERSITY,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: MARATHON OIL COMPANY,80.000000000000000,PR,MARATHON OIL COMPANY,160.506
112038,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,150,92,15,W2SW4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,79.836
112186,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,149,90,13,E2SE4,COMMON SCHOOLS,,,40.000000000000000,,N/A,80.523
112199,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,149,87,16,"LOTS 1,2",COMMON SCHOOLS,,,27.309999999999999,,N/A,57.765
112301,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,149,89,16,SW4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: Multiple Lessees,80.000000000000000,AC,Multiple Lessees,158.601
112303,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,149,89,16,SE4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: Multiple Lessees,80.000000000000000,AC,Multiple Lessees,158.818
112337,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,88,34,SW4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",158.973
112351,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,88,36,N2SW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",40.000000000000000,AC,"THE TRIPLE T, INC.",78.841
112364,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,149,90,1,"LOTS 3,4",BANK OFÊNORTHÊDAKOTA,,,4.030000000000000,,N/A,76.853
112366,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,149,90,1,"NORTH 5 AC OF S2NE4, LOTS 1,2",BANK OFÊNORTHÊDAKOTA,,,4.260000000000000,,N/A,157.16
